FIPS,County,Year,Population,Primary Point
19183,Washington County,July 01 2008,21214,POINT (-91.7178676 41.335591)
19133,Monona County,July 01 1995,10092,POINT (-95.9599235 42.0516663)
19027,Carroll County,July 01 2018,20153,POINT (-94.8605593 42.0362382)
19039,Clarke County,July 01 2016,9288,POINT (-93.78515790000002 41.0290323)
19103,Johnson County,July 01 1999,107819,POINT (-91.5880849 41.6715511)
19089,Howard County,July 01 2005,9620,POINT (-92.3171989 43.3567673)
19115,Louisa County,July 01 1999,12114,POINT (-91.2596184 41.2185073)
19097,Jackson County,July 01 1994,20165,POINT (-90.5742294 42.1717426)
19007,Appanoose County,July 01 2019,12426,POINT (-92.8686104 40.7431635)
19063,Emmet County,July 01 1996,11403,POINT (-94.6784803 43.37802250000001)
19091,Humboldt County,July 01 2005,9801,POINT (-94.2071868 42.7764686)
19135,Monroe County,July 01 1994,8175,POINT (-92.8689877 41.0297826)
19155,Pottawattamie County,July 01 2006,89393,POINT (-95.5423935 41.3366123)
19077,Guthrie County,July 01 1999,11321,POINT (-94.501055 41.6837548)
19135,Monroe County,July 01 2015,7924,POINT (-92.8689877 41.0297826)
19147,Palo Alto County,April 01 1990,10669,POINT (-94.6781371 43.0820643)
19025,Calhoun County,July 01 2013,9898,POINT (-94.6404136 42.385184800000005)
19147,Palo Alto County,July 01 2016,9034,POINT (-94.6781371 43.0820643)
19095,Iowa County,July 01 1993,14750,POINT (-92.065524 41.6863229)
19103,Johnson County,July 01 1992,97484,POINT (-91.5880849 41.6715511)
19149,Plymouth County,July 01 2012,24830,POINT (-96.2140431 42.7378346)
19181,Warren County,July 01 2016,49356,POINT (-93.5613594 41.3343735)
19129,Mills County,July 01 2003,14596,POINT (-95.62132670000001 41.0334523)
19003,Adams County,July 01 2013,3891,POINT (-94.6991849 41.02898390000001)
19157,Poweshiek County,July 01 2015,18358,POINT (-92.53146840000001 41.6864422)
19067,Floyd County,July 01 1998,17059,POINT (-92.78900330000002 43.0599208)
19015,Boone County,July 01 2005,26311,POINT (-93.931671 42.0365493)
19115,Louisa County,July 01 2019,11035,POINT (-91.2596184 41.2185073)
19019,Buchanan County,July 01 2008,21033,POINT (-91.8378392 42.4707777)
19117,Lucas County,July 01 2007,9457,POINT (-93.3277207 41.0293738)
19139,Muscatine County,July 01 1991,39969,POINT (-91.1127562 41.4839221)
19171,Tama County,July 01 2014,17309,POINT (-92.5325425 42.07981170000001)
19011,Benton County,July 01 1998,24453,POINT (-92.0656912 42.0801864)
19033,Cerro Gordo County,April 01 2000,46447,POINT (-93.2608184 43.081557700000005)
19105,Jones County,July 01 2013,20519,POINT (-91.1314352 42.1212397)
19141,O'Brien County,July 01 2018,13798,POINT (-95.6248784 43.0837527)
19047,Crawford County,July 01 1992,16739,POINT (-95.3819678 42.0372125)
19093,Ida County,July 01 2002,7550,POINT (-95.5134962 42.3868747)
19107,Keokuk County,July 01 1991,11601,POINT (-92.1786426 41.336465)
19195,Worth County,July 01 2002,7794,POINT (-93.2608476 43.3773984)
19075,Grundy County,July 01 2017,12298,POINT (-92.7914177 42.4018651)
19081,Hancock County,July 01 2019,10630,POINT (-93.7342723 43.0818861)
19183,Washington County,April 01 1990,19612,POINT (-91.7178676 41.335591)
19111,Lee County,July 01 2002,36858,POINT (-91.479264 40.6419764)
19009,Audubon County,July 01 2016,5626,POINT (-94.9058222 41.6845893)
19169,Story County,July 01 1998,77833,POINT (-93.4650448 42.0362415)
19091,Humboldt County,July 01 2002,10073,POINT (-94.2071868 42.7764686)
19069,Franklin County,July 01 1995,11045,POINT (-93.262473 42.7325458)
19053,Decatur County,July 01 1991,8303,POINT (-93.7862815 40.7376827)
19117,Lucas County,July 01 2001,9443,POINT (-93.3277207 41.0293738)
19195,Worth County,July 01 2017,7455,POINT (-93.2608476 43.3773984)
19099,Jasper County,July 01 1993,34925,POINT (-93.053765 41.6860394)
19191,Winneshiek County,April 01 2010,21056,POINT (-91.8437074 43.2906746)
19085,Harrison County,July 01 2014,14265,POINT (-95.8169209 41.6828528)
19119,Lyon County,July 01 2008,11189,POINT (-96.2102924 43.380497)
19013,Black Hawk County,April 01 2000,128013,POINT (-92.3088197 42.4700957)
19185,Wayne County,July 01 1991,7075,POINT (-93.3273639 40.73947020000001)
19139,Muscatine County,July 01 2006,42226,POINT (-91.1127562 41.4839221)
19127,Marshall County,July 01 2014,40722,POINT (-92.9987706 42.0358499)
19193,Woodbury County,July 01 1996,103346,POINT (-96.0447673 42.3897169)
19039,Clarke County,July 01 2009,9086,POINT (-93.78515790000002 41.0290323)
19183,Washington County,July 01 2019,21965,POINT (-91.7178676 41.335591)
19177,Van Buren County,July 01 2013,7434,POINT (-91.9499871 40.7532294)
19147,Palo Alto County,July 01 2004,9648,POINT (-94.6781371 43.0820643)
19147,Palo Alto County,July 01 2013,9164,POINT (-94.6781371 43.0820643)
19105,Jones County,July 01 2017,20618,POINT (-91.1314352 42.1212397)
19051,Davis County,July 01 2014,8756,POINT (-92.4097173 40.7476891)
19159,Ringgold County,July 01 2004,5246,POINT (-94.2439719 40.7352023)
19169,Story County,July 01 2009,87214,POINT (-93.4650448 42.0362415)
19069,Franklin County,July 01 2012,10509,POINT (-93.262473 42.7325458)
19095,Iowa County,July 01 2009,15811,POINT (-92.065524 41.6863229)
19185,Wayne County,July 01 2011,6337,POINT (-93.3273639 40.73947020000001)
19121,Madison County,July 01 2003,14454,POINT (-94.01556190000001 41.33071420000001)
19077,Guthrie County,July 01 1998,11321,POINT (-94.501055 41.6837548)
19083,Hardin County,July 01 1997,19062,POINT (-93.2404025 42.3838803)
19127,Marshall County,July 01 2018,39888,POINT (-92.9987706 42.0358499)
19143,Osceola County,April 01 2010,6462,POINT (-95.6236852 43.3785704)
19185,Wayne County,July 01 2017,6492,POINT (-93.3273639 40.73947020000001)
19063,Emmet County,July 01 2006,10371,POINT (-94.6784803 43.37802250000001)
19105,Jones County,July 01 1994,19939,POINT (-91.1314352 42.1212397)
19151,Pocahontas County,July 01 2015,6967,POINT (-94.67874660000001 42.73413510000001)
19069,Franklin County,July 01 2005,10664,POINT (-93.262473 42.7325458)
19125,Marion County,July 01 1995,30805,POINT (-93.0994367 41.3344515)
19013,Black Hawk County,July 01 2015,133701,POINT (-92.3088197 42.4700957)
19107,Keokuk County,July 01 1996,11597,POINT (-92.1786426 41.336465)
19027,Carroll County,July 01 2008,20679,POINT (-94.8605593 42.0362382)
19145,Page County,July 01 1995,16784,POINT (-95.1501747 40.7391444)
19153,Polk County,July 01 1998,360985,POINT (-93.5735335 41.6855048)
19093,Ida County,July 01 2016,6961,POINT (-95.5134962 42.3868747)
19087,Henry County,July 01 1998,20033,POINT (-91.5445241 40.9879383)
19015,Boone County,July 01 2011,26288,POINT (-93.931671 42.0365493)
19079,Hamilton County,April 01 1990,16071,POINT (-93.7068085 42.3837722)
19165,Shelby County,July 01 1993,13318,POINT (-95.31021130000002 41.6850926)
19121,Madison County,July 01 2011,15740,POINT (-94.01556190000001 41.33071420000001)
19045,Clinton County,July 01 2005,49299,POINT (-90.5319724 41.8980358)
19089,Howard County,July 01 1993,9977,POINT (-92.3171989 43.3567673)
19169,Story County,April 01 2010,89542,POINT (-93.4650448 42.0362415)
19185,Wayne County,July 01 2013,6385,POINT (-93.3273639 40.73947020000001)
19101,Jefferson County,July 01 2005,15553,POINT (-91.9488774 41.0317596)
19117,Lucas County,July 01 2006,9489,POINT (-93.3277207 41.0293738)
19023,Butler County,July 01 1993,15709,POINT (-92.7901934 42.7315661)
19061,Dubuque County,July 01 1998,88996,POINT (-90.8824564 42.468832)
19121,Madison County,July 01 2019,16338,POINT (-94.01556190000001 41.33071420000001)
19039,Clarke County,July 01 2004,9221,POINT (-93.78515790000002 41.0290323)
19099,Jasper County,July 01 1996,35406,POINT (-93.053765 41.6860394)
19031,Cedar County,July 01 1996,17742,POINT (-91.1324125 41.7723207)
19023,Butler County,July 01 2013,14975,POINT (-92.7901934 42.7315661)
19013,Black Hawk County,July 01 2005,126235,POINT (-92.3088197 42.4700957)
19111,Lee County,July 01 2003,36472,POINT (-91.479264 40.6419764)
19051,Davis County,July 01 2018,8972,POINT (-92.4097173 40.7476891)
19057,Des Moines County,July 01 1993,43014,POINT (-91.1814707 40.9231829)
19177,Van Buren County,July 01 2005,7625,POINT (-91.9499871 40.7532294)
19037,Chickasaw County,July 01 2016,12094,POINT (-92.3176637 43.06004140000001)
19133,Monona County,July 01 2012,9091,POINT (-95.9599235 42.0516663)
19101,Jefferson County,April 01 1990,16310,POINT (-91.9488774 41.0317596)
19159,Ringgold County,July 01 2017,5024,POINT (-94.2439719 40.7352023)
19143,Osceola County,July 01 2005,6621,POINT (-95.6236852 43.3785704)
19119,Lyon County,July 01 2016,11780,POINT (-96.2102924 43.380497)
19085,Harrison County,April 01 2010,14928,POINT (-95.8169209 41.6828528)
19029,Cass County,July 01 2009,13758,POINT (-94.9278266 41.3314876)
19147,Palo Alto County,July 01 2007,9420,POINT (-94.6781371 43.0820643)
19121,Madison County,July 01 2015,15720,POINT (-94.01556190000001 41.33071420000001)
19045,Clinton County,July 01 2011,49102,POINT (-90.5319724 41.8980358)
19023,Butler County,July 01 1996,15573,POINT (-92.7901934 42.7315661)
19001,Adair County,July 01 1993,8441,POINT (-94.4709413 41.3307464)
19173,Taylor County,July 01 1996,7069,POINT (-94.6964148 40.73743240000001)
19137,Montgomery County,July 01 1994,12053,POINT (-95.1563758 41.03014)
19193,Woodbury County,July 01 2019,103107,POINT (-96.0447673 42.3897169)
19029,Cass County,July 01 2014,13395,POINT (-94.9278266 41.3314876)
19125,Marion County,April 01 2000,32054,POINT (-93.0994367 41.3344515)
19149,Plymouth County,July 01 2006,24460,POINT (-96.2140431 42.7378346)
19053,Decatur County,July 01 2013,8216,POINT (-93.7862815 40.7376827)
19027,Carroll County,July 01 1997,21651,POINT (-94.8605593 42.0362382)
19085,Harrison County,July 01 2001,15638,POINT (-95.8169209 41.6828528)
19111,Lee County,July 01 1992,38913,POINT (-91.479264 40.6419764)
19051,Davis County,July 01 1995,8452,POINT (-92.4097173 40.7476891)
19155,Pottawattamie County,July 01 2011,93498,POINT (-95.5423935 41.3366123)
19043,Clayton County,July 01 2008,17555,POINT (-91.34143280000002 42.8447493)
19059,Dickinson County,July 01 2012,16925,POINT (-95.1508301 43.3779848)
19043,Clayton County,July 01 2001,18451,POINT (-91.34143280000002 42.8447493)
19025,Calhoun County,July 01 1991,11501,POINT (-94.6404136 42.385184800000005)
19009,Audubon County,April 01 1990,7334,POINT (-94.9058222 41.6845893)
19065,Fayette County,July 01 2003,21299,POINT (-91.8443207 42.8625919)
19169,Story County,July 01 2004,81897,POINT (-93.4650448 42.0362415)
19093,Ida County,July 01 1992,8286,POINT (-95.5134962 42.3868747)
19017,Bremer County,July 01 1997,23301,POINT (-92.31805480000001 42.7745873)
19041,Clay County,July 01 2017,16141,POINT (-95.1509194 43.0825804)
19197,Wright County,July 01 2003,13624,POINT (-93.7351465 42.7331189)
19003,Adams County,July 01 2005,4159,POINT (-94.6991849 41.02898390000001)
19181,Warren County,July 01 1995,38198,POINT (-93.5613594 41.3343735)
19179,Wapello County,April 01 2010,35625,POINT (-92.4094499 41.03058450000001)
19191,Winneshiek County,July 01 2018,20017,POINT (-91.8437074 43.2906746)
19065,Fayette County,July 01 2008,20238,POINT (-91.8443207 42.8625919)
19063,Emmet County,July 01 2015,9702,POINT (-94.6784803 43.37802250000001)
19157,Poweshiek County,July 01 1992,18945,POINT (-92.53146840000001 41.6864422)
19051,Davis County,April 01 2010,8753,POINT (-92.4097173 40.7476891)
19141,O'Brien County,July 01 2003,14589,POINT (-95.6248784 43.0837527)
19047,Crawford County,July 01 2003,16752,POINT (-95.3819678 42.0372125)
19107,Keokuk County,July 01 2006,10727,POINT (-92.1786426 41.336465)
19163,Scott County,July 01 1996,156271,POINT (-90.6232428 41.6370978)
19149,Plymouth County,April 01 2010,24986,POINT (-96.2140431 42.7378346)
19073,Greene County,July 01 1992,10110,POINT (-94.3968356 42.0362394)
19195,Worth County,July 01 1998,7929,POINT (-93.2608476 43.3773984)
19103,Johnson County,July 01 2004,119747,POINT (-91.5880849 41.6715511)
19123,Mahaska County,July 01 2012,22398,POINT (-92.6409094 41.3352035)
19049,Dallas County,April 01 2000,40776,POINT (-94.0397374 41.6848862)
19067,Floyd County,July 01 2005,16309,POINT (-92.78900330000002 43.0599208)
19087,Henry County,July 01 2019,19954,POINT (-91.5445241 40.9879383)
19089,Howard County,July 01 2018,9172,POINT (-92.3171989 43.3567673)
19159,Ringgold County,July 01 1993,5414,POINT (-94.2439719 40.7352023)
19181,Warren County,July 01 1999,39911,POINT (-93.5613594 41.3343735)
19163,Scott County,July 01 2019,172943,POINT (-90.6232428 41.6370978)
19167,Sioux County,July 01 1992,30125,POINT (-96.1778827 43.0826174)
19081,Hancock County,July 01 2016,10887,POINT (-93.7342723 43.0818861)
19035,Cherokee County,July 01 2011,12024,POINT (-95.6238055 42.7356226)
19131,Mitchell County,July 01 1994,10947,POINT (-92.7890315 43.3564124)
19187,Webster County,July 01 2003,39372,POINT (-94.18178810000002 42.4279662)
19043,Clayton County,July 01 1996,18871,POINT (-91.34143280000002 42.8447493)
19175,Union County,July 01 2008,12154,POINT (-94.2423792 41.0277304)
19117,Lucas County,July 01 1996,9234,POINT (-93.3277207 41.0293738)
19057,Des Moines County,July 01 2011,40066,POINT (-91.1814707 40.9231829)
19121,Madison County,July 01 1993,12736,POINT (-94.01556190000001 41.33071420000001)
19121,Madison County,July 01 1998,13585,POINT (-94.01556190000001 41.33071420000001)
19059,Dickinson County,July 01 1999,16236,POINT (-95.1508301 43.3779848)
19017,Bremer County,July 01 1992,22931,POINT (-92.31805480000001 42.7745873)
19053,Decatur County,July 01 2001,8652,POINT (-93.7862815 40.7376827)
19095,Iowa County,July 01 1994,14857,POINT (-92.065524 41.6863229)
19183,Washington County,July 01 2016,22126,POINT (-91.7178676 41.335591)
19147,Palo Alto County,July 01 1997,10261,POINT (-94.6781371 43.0820643)
19079,Hamilton County,July 01 2005,15914,POINT (-93.7068085 42.3837722)
19083,Hardin County,July 01 2013,17388,POINT (-93.2404025 42.3838803)
19025,Calhoun County,July 01 2018,9711,POINT (-94.6404136 42.385184800000005)
19187,Webster County,July 01 2012,37323,POINT (-94.18178810000002 42.4279662)
19069,Franklin County,April 01 1990,11364,POINT (-93.262473 42.7325458)
19067,Floyd County,July 01 1993,17118,POINT (-92.78900330000002 43.0599208)
19157,Poweshiek County,July 01 2016,18279,POINT (-92.53146840000001 41.6864422)
19191,Winneshiek County,July 01 2014,20696,POINT (-91.8437074 43.2906746)
19055,Delaware County,July 01 1998,18380,POINT (-91.3673502 42.471211)
19191,Winneshiek County,July 01 1995,21129,POINT (-91.8437074 43.2906746)
19143,Osceola County,April 01 1990,7267,POINT (-95.6236852 43.3785704)
19093,Ida County,July 01 1997,8092,POINT (-95.5134962 42.3868747)
19115,Louisa County,April 01 2010,11387,POINT (-91.2596184 41.2185073)
19037,Chickasaw County,July 01 2004,12436,POINT (-92.3176637 43.06004140000001)
19025,Calhoun County,July 01 2005,10247,POINT (-94.6404136 42.385184800000005)
19015,Boone County,July 01 2019,26234,POINT (-93.931671 42.0365493)
19057,Des Moines County,July 01 2015,39874,POINT (-91.1814707 40.9231829)
19169,Story County,July 01 1994,76008,POINT (-93.4650448 42.0362415)
19127,Marshall County,July 01 2007,39075,POINT (-92.9987706 42.0358499)
19091,Humboldt County,July 01 2011,9782,POINT (-94.2071868 42.7764686)
19113,Linn County,July 01 2012,215485,POINT (-91.5989646 42.0789478)
19113,Linn County,July 01 2004,198108,POINT (-91.5989646 42.0789478)
19065,Fayette County,July 01 1998,22261,POINT (-91.8443207 42.8625919)
19021,Buena Vista County,July 01 1999,20301,POINT (-95.15114900000002 42.7354936)
19049,Dallas County,July 01 1997,35380,POINT (-94.0397374 41.6848862)
19147,Palo Alto County,July 01 2014,9120,POINT (-94.6781371 43.0820643)
19011,Benton County,July 01 2002,25991,POINT (-92.0656912 42.0801864)
19081,Hancock County,July 01 2002,11760,POINT (-93.7342723 43.0818861)
19151,Pocahontas County,July 01 1999,8859,POINT (-94.67874660000001 42.73413510000001)
19109,Kossuth County,July 01 1991,18551,POINT (-94.2067199 43.20413)
19075,Grundy County,July 01 1999,12277,POINT (-92.7914177 42.4018651)
19113,Linn County,July 01 2019,226706,POINT (-91.5989646 42.0789478)
19111,Lee County,July 01 2016,34458,POINT (-91.479264 40.6419764)
19021,Buena Vista County,April 01 2010,20260,POINT (-95.15114900000002 42.7354936)
19061,Dubuque County,July 01 2007,92254,POINT (-90.8824564 42.468832)
19051,Davis County,July 01 2006,8530,POINT (-92.4097173 40.7476891)
19023,Butler County,July 01 2017,14592,POINT (-92.7901934 42.7315661)
19049,Dallas County,July 01 2012,72235,POINT (-94.0397374 41.6848862)
19093,Ida County,July 01 2009,6762,POINT (-95.5134962 42.3868747)
19135,Monroe County,April 01 1990,8114,POINT (-92.8689877 41.0297826)
19035,Cherokee County,July 01 1992,14062,POINT (-95.6238055 42.7356226)
19013,Black Hawk County,July 01 1993,126142,POINT (-92.3088197 42.4700957)
19147,Palo Alto County,July 01 2002,9843,POINT (-94.6781371 43.0820643)
19113,Linn County,July 01 2013,216488,POINT (-91.5989646 42.0789478)
19115,Louisa County,July 01 1995,11850,POINT (-91.2596184 41.2185073)
19149,Plymouth County,July 01 2018,25024,POINT (-96.2140431 42.7378346)
19101,Jefferson County,July 01 2008,15431,POINT (-91.9488774 41.0317596)
19157,Poweshiek County,July 01 2012,18728,POINT (-92.53146840000001 41.6864422)
19179,Wapello County,July 01 2015,35456,POINT (-92.4094499 41.03058450000001)
19047,Crawford County,July 01 2016,17103,POINT (-95.3819678 42.0372125)
19195,Worth County,July 01 2008,7605,POINT (-93.2608476 43.3773984)
19035,Cherokee County,July 01 2005,12021,POINT (-95.6238055 42.7356226)
19075,Grundy County,July 01 2004,12245,POINT (-92.7914177 42.4018651)
19055,Delaware County,July 01 2003,17977,POINT (-91.3673502 42.471211)
19057,Des Moines County,July 01 2019,38967,POINT (-91.1814707 40.9231829)
19097,Jackson County,July 01 1998,20155,POINT (-90.5742294 42.1717426)
19045,Clinton County,July 01 2008,49062,POINT (-90.5319724 41.8980358)
19119,Lyon County,July 01 1991,11978,POINT (-96.2102924 43.380497)
19083,Hardin County,July 01 1993,18937,POINT (-93.2404025 42.3838803)
19083,Hardin County,July 01 2006,17637,POINT (-93.2404025 42.3838803)
19155,Pottawattamie County,July 01 2001,87671,POINT (-95.5423935 41.3366123)
19017,Bremer County,July 01 2016,24747,POINT (-92.31805480000001 42.7745873)
